Link,Category,Section
https://learnmeabitcoin.com/technical/transaction/output/scriptpubkey/,Transaction,Bitcoin
https://learnmeabitcoin.com/technical/transaction/witness/,Transaction,Bitcoin
https://learnmeabitcoin.com/technical/transaction/locktime/,Transaction,Bitcoin
https://learnmeabitcoin.com/technical/transaction/fee/,Transaction,Bitcoin
https://learnmeabitcoin.com/technical/transaction/size/,Transaction,Bitcoin
https://learnmeabitcoin.com/technical/transaction/utxo/,Transaction,Bitcoin
https://learnmeabitcoin.com/technical/transaction/wtxid/,Transaction,Bitcoin
https://learnmeabitcoin.com/technical/keys/private-key/,Keys,Bitcoin
https://learnmeabitcoin.com/technical/keys/public-key/,Keys,Bitcoin
https://learnmeabitcoin.com/technical/keys/public-key/hash/,Keys,Bitcoin
https://learnmeabitcoin.com/technical/keys/address/,Keys,Bitcoin
https://learnmeabitcoin.com/technical/keys/private-key/wif/,Keys,Bitcoin
https://learnmeabitcoin.com/technical/keys/signature/,Keys,Bitcoin
https://learnmeabitcoin.com/technical/keys/checksum/,Keys,Bitcoin
https://learnmeabitcoin.com/technical/keys/base58/,Keys,Bitcoin
https://learnmeabitcoin.com/technical/block/version/,Block,Bitcoin
https://learnmeabitcoin.com/technical/block/previous-block/,Block,Bitcoin
https://learnmeabitcoin.com/technical/block/merkle-root/,Block,Bitcoin
https://learnmeabitcoin.com/technical/block/time/,Block,Bitcoin
https://learnmeabitcoin.com/technical/block/time/,Block,Bitcoin
https://learnmeabitcoin.com/technical/block/hash/,Block,Bitcoin
https://learnmeabitcoin.com/technical/block/hash/,Block,Bitcoin
https://learnmeabitcoin.com/technical/block/blkdat/,Block,Bitcoin
https://medium.com/zen-and-the-art-of-crypto/the-possibility-and-probability-of-a-51-attack-on-bitcoin-c28877c9f945,51% attack,Bitcoin
https://medium.com/@rickmulvey/the-fact-that-a-51-attack-would-render-bitcoin-worthless-should-be-enough-of-a-deterrent-572f74821385,51% attack,Bitcoin
https://medium.com/@alvintwrites/how-about-cyberwar-a-51-attack-on-the-bitcoin-blockchain-2a7e762af244,51% attack,Bitcoin
https://medium.com/decryptionary/trump-impeachment-looks-like-a-bitcoin-51-attack-75b5630ec41c,51% attack,Bitcoin
https://blog.goodaudience.com/what-is-a-51-attack-or-double-spend-attack-aa108db63474,51% attack,Bitcoin
https://river.com/learn/how-bitcoin-fees-work/,Fee,Bitcoin
https://tangem.com/en/blog/post/bitcoin-transaction-fees/,Fee,Bitcoin
https://www.fidelitydigitalassets.com/research-and-insights/bitcoin-and-ethereum-fees-explained,Fee,Bitcoin
https://help.magiceden.io/en/articles/8515503-understanding-bitcoin-transaction-fees,Fee,Bitcoin
https://medium.com/lumerin-blog/bitcoins-most-expensive-transaction-fee-ever-bitcoin-mining-landscape-overview-8aa67ff98f5b,Fee,Bitcoin
https://medium.com/the-coinbase-blog/reliable-fee-less-bitcoin-transactions-in-custody-with-child-pays-for-parent-94a2c091cdb,Fee,Bitcoin
https://medium.com/@spair/the-bitcoin-fee-market-4df1857d12b7,Fee,Bitcoin
https://medium.com/blockchains-huji/rethinking-bitcoins-fee-market-ea9319e4ea57,Fee,Bitcoin
https://www-bitpanda-com.translate.goog/academy/en/lessons/what-are-transaction-fees-and-why-do-i-need-to-pay-them/?_x_tr_sl=en&_x_tr_tl=fr&_x_tr_hl=fr&_x_tr_pto=sc&_x_tr_hist=true,Fee,Bitcoin
https://en.bitcoin.it/wiki/Full_node,Full node,Bitcoin
https://bitcoinblog.de/2024/09/20/love-and-suffering-of-the-archive-nodes/,Full node,Bitcoin
https://www.crypto-news-flash.com/a-beginners-guide-to-archive-nodes-what-they-are-and-why-they-matter/,Full node,Bitcoin
https://d-central.tech/understanding-the-role-of-archival-and-pruned-nodes-in-the-decentralization-of-bitcoin/,Full node,Bitcoin
https://bitcoin.org/en/full-node,Full node,Bitcoin
https://stopanddecrypt.medium.com/a-complete-beginners-guide-to-installing-a-bitcoin-full-node-on-linux-2021-edition-46bf20fbe8ff,Full node,Bitcoin
https://8bitcoin.medium.com/how-to-run-a-bitcoin-full-node-over-tor-on-an-ubuntu-linux-virtual-machine-bdd7e9415a70,Full node,Bitcoin
https://medium.com/hackernoon/a-complete-beginners-guide-to-installing-a-bitcoin-full-node-on-linux-2018-edition-cb8e384479ea,Full node,Bitcoin
https://medium.com/@eallam/what-to-do-when-your-bitcoin-full-node-running-on-digital-ocean-fills-up-your-storage-space-e8a60f2f2819,Full node,Bitcoin
https://medium.com/hackernoon/money-is-a-social-construct-and-thats-why-you-should-run-a-bitcoin-full-node-ea0330cb69a5,Full node,Bitcoin
https://medium.com/@lopp/how-to-set-up-a-bitcoin-full-node-2dd1c09763d3,Full node,Bitcoin
https://medium.com/@nicolasdorier/stratis-and-the-bitcoin-full-node-efd03184f57d,Full node,Bitcoin
https://medium.com/@stadicus/the-box-my-5-satoshis-for-a-personal-bitcoin-full-node-fd7dc73d1b77,Full node,Bitcoin
https://learnmeabitcoin.com/technical/networking/node/#lightweight-node,Light node,Bitcoin
https://learnmeabitcoin.com/technical/networking/node/#full-node,Full node,Bitcoin
https://www.mintlayer.org/blogs/bitcoin-nodes,Light node,Bitcoin
https://www.zeeve.io/blog/what-are-lightweight-nodes-in-blockchain/,Light node,Bitcoin
https://zondacrypto.com/fr/academie/comprendre-les-n-uds-du-bitcoin,Light node,Bitcoin
https://www.wallstreetmojo.com/light-node/,Light node,Bitcoin
https://en.bitcoin.it/wiki/Lightweight_node,Light node,Bitcoin
https://blog.blockstream.com/education/nodes/what-are-the-types-of-bitcoin-nodes/,Light node,Bitcoin
https://river.com/learn/terms/s/simplified-payment-verification-spv/,Light node,Bitcoin
https://www.bitdegree.org/crypto/learn/crypto-terms/what-is-simplified-payment-verification-spv,Light node,Bitcoin
https://academy.bsvblockchain.org/blog/the-bitcoin-white-paper-simplified-payment-verification,Light node,Bitcoin
https://medium.com/decentralize-today/connecting-to-the-bitcoin-peer-to-peer-network-5c27209efa4,Light node,Bitcoin
https://tara-annison.medium.com/bloom-filters-and-spv-nodes-within-the-bitcoin-blockchain-66c36ea673f2,Light node,Bitcoin
https://medium.com/@traderric/so-by-accident-spv-was-added-to-bitcoin-after-the-btc-and-bch-forks-2351a8066040,Light node,Bitcoin
https://medium.com/@michaelflaxman/to-run-an-spv-server-you-a-bitcoind-node-and-an-spv-server-on-top-of-that-to-index-transactions-5d9d1263d2e8,Light node,Bitcoin
https://medium.com/@Chris_Stewart_5/modeling-bitcoin-payments-with-a-finite-state-machine-8a43220ee02a,Light node,Bitcoin
https://medium.com/@jonaldfyookball/why-every-bitcoin-user-should-understand-spv-security-520d1d45e0b9,Light node,Bitcoin
https://bitcoinwiki.org/wiki/simplified-payment-verification,Light node,Bitcoin
https://bitcoinwiki.org/wiki/hash,Hash,Bitcoin
https://www.investopedia.com/terms/h/hash.asp,Hash,Bitcoin
https://learnmeabitcoin.com/technical/cryptography/hash-function/,Hash,Bitcoin
https://academy.bit2me.com/en/how-bitcoin-hashing-works/,Hash,Bitcoin
https://supra.com/academy/the-nsa-and-bitcoin-origins-of-the-sha-256-hashing-algorithm/,Hash,Bitcoin
https://mohitmamoria.medium.com/there-are-not-special-technologies-used-in-blockchain-64bdc5ddc25b,Hash,Bitcoin
https://medium.com/@nic__carter/none-of-the-5-hash-functions-in-verge-had-to-be-broken-for-verge-itself-to-be-exploited-bitcoin-edb05123d100,Hash,Bitcoin
https://medium.com/coinmonks/what-is-the-sha-256-algorithm-3e99a78bcfb5,Hash,Bitcoin
https://medium.com/coinmonks/cryptocurrency-fundamentals-hash-function-a46a1a6eba66,Hash,Bitcoin
https://academy.bsvblockchain.org/course/bitcoin-primitives-hash-functions,Hash,Bitcoin
https://corporatefinanceinstitute.com/resources/cryptocurrency/hash-function/,Hash,Bitcoin
https://dydx.exchange/crypto-learning/cryptographic-hash-functions,Hash,Bitcoin
https://medium.com/@winklevoss/update-2-bitcoin-hard-fork-bitcoin-cash-db16bc577316,Hard fork,Bitcoin
https://medium.com/@winklevoss/update-bitcoin-hard-fork-bitcoin-cash-5531676ebb19,Hard fork,Bitcoin
https://viabtc.medium.com/viabtc-differences-between-the-soft-fork-and-the-hard-fork-of-bitcoin-1b07777acc45,Hard fork,Bitcoin
https://viabtc.medium.com/miner-guide-how-to-safely-hard-fork-to-bitcoin-unlimited-8ac1570dc1a8,Hard fork,Bitcoin
"https://www.investopedia.com/tech/history-bitcoin-hard-forks/#:~:text=A%20Bitcoin%20hard%20fork%20refers,path%20a%20blockchain%20is%20taking.",Hard fork,Bitcoin
https://trustmachines.co/learn/what-is-a-hard-fork-bitcoin/,Hard fork,Bitcoin
https://www.investopedia.com/terms/h/hard-fork.asp,Hard fork,Bitcoin
https://b2binpay.com/en/what-is-bitcoin-fork-and-when-will-be-the-next-one/,Hard fork,Bitcoin
https://medium.com/coinmonks/merkle-root-of-a-bitcoin-block-calculated-in-c-8c659a3b3290,Merkle root,Bitcoin
https://medium.com/coinmonks/how-to-manually-verify-the-merkle-root-of-a-bitcoin-block-command-line-7881397d4db1,Merkle root,Bitcoin
https://enlear.academy/merkle-tree-the-root-of-bitcoin-5a9062394fbf,Merkle root,Bitcoin
https://medium.com/@dongha.sohn/bitcoin-5-pool-merkle-root-272a9c83dec7,Merkle root,Bitcoin
https://medium.com/@mailmehnaz/the-merkle-magic-in-bitcoin-blockchain-5722e4d0d1f1,Merkle root,Bitcoin
https://www.investopedia.com/terms/m/merkle-root-cryptocurrency.asp,Merkle root,Bitcoin
https://www.simplilearn.com/tutorials/blockchain-tutorial/merkle-tree-in-blockchain,Merkle root,Bitcoin
https://www.gemini.com/fr-fr/cryptopedia/merkle-tree-blockchain-merkle-root,Merkle root,Bitcoin
https://phemex.com/academy/merkle-tree-and-merkle-root,Merkle root,Bitcoin
https://www.investopedia.com/terms/m/merkle-tree.asp,Merkle root,Bitcoin
https://medium.com/@idogwuchi/merkle-trees-and-their-application-in-bitcoin-88e82efca544,Merkle root,Bitcoin
https://viabtc.medium.com/bitcoin-miners-guide-how-to-use-btc-mining-calculator-3ac8b7cf6e88,Mining,Bitcoin
https://medium.com/@shosaski/bitcoin-mining-shoots-by-22-despite-price-drop-fb5ff3bc9d20,Mining,Bitcoin
https://medium.com/@BlockchainLycan/bitcoin-mining-stocks-surge-following-trumps-support-amid-cbdc-concerns-c04e76e83404,Mining,Bitcoin
https://medium.com/@reinknapp/bitcoin-mining-of-its-best-with-bitharvest-0b39878638f8,Mining,Bitcoin
https://medium.com/@jpelton722/exploring-bitcoin-mining-as-a-passive-income-stream-dc1c987d05b0,Mining,Bitcoin
https://medium.com/@cryptonicaed/how-much-does-btc-mining-cost-after-halving-2024-dc008a58c90b,Mining,Bitcoin
https://christian-soschner.medium.com/one-idea-after-reading-the-article-governments-can-also-force-their-bitcoin-mining-farms-into-945a3a58d940,Mining,Bitcoin
https://blog.coinshares.com/coinshares-mining-report-update-our-insights-at-the-2024-halving-382089820a07,Mining,Bitcoin
https://medium.com/@maxstoneSL/bitcoin-energy-summit-2024-exploring-bitcoin-mining-and-energy-sustainability-584c1e69b250,Mining,Bitcoin
https://www.byzantine.fi/blog-posts/what-the-heck-is-restaking,Restaking,Ethereum
https://trustmachines.co/learn/what-are-zero-knowledge-proofs/,Zero knowledge,Bitcoin
https://starkware.co/blog/scaling-bitcoin-for-mass-use/,Zero knowledge,Bitcoin
https://starkware.co/blog/general-computation-on-bitcoin/,Zero knowledge,Bitcoin
https://cointelegraph.com/news/zero-knowledge-proofs-coming-to-bitcoin-overhauling-network-state-validation,Zero knowledge,Bitcoin
https://decrypt.co/241461/bitcoin-zkp-verified-mainnet-bitcoinos,Zero knowledge,Bitcoin
https://crypto.com/university/what-are-bitcoin-layer-2s,Layer 2,Bitcoin
https://www.coingecko.com/learn/bitcoin-layer-2s-top-bitcoin-layer-2s,Layer 2,Bitcoin
https://medium.com/@igwewashere/current-landscape-of-bitcoin-layer-2-d06de600a3c1,Layer 2,Bitcoin
https://www-ledger-com.translate.goog/academy/bitcoin-layer-2s-what-they-are-and-how-they-work?_x_tr_sl=en&_x_tr_tl=fr&_x_tr_hl=fr&_x_tr_pto=sc,Layer 2,Bitcoin
https://tangem.com/en/blog/post/bitcoin-layer-2-blockchains/,Layer 2,Bitcoin
https://hackernoon.com/how-bitcoins-layer-2-networks-are-transforming-the-worlds-oldest-digital-asset,Layer 2,Bitcoin
https://unisat.io/,Projects,Bitcoin
https://lightning.network/,Projects,Bitcoin
https://www.xverse.app/,Projects,Bitcoin
https://www.satscreener.com/,Projects,Bitcoin
https://motoswap.org/,Projects,Bitcoin
https://ordinalsbot.com/,Projects,Bitcoin
https://bvm.network/,Projects,Bitcoin
https://vitalik.eth.limo/general/2024/08/03/museumfuture.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2024/07/23/circlestarks.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2024/07/17/procrypto.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2024/06/30/epochslot.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2024/05/31/blocksize.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2024/05/29/l2culture.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2024/05/23/l2exec.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2024/05/17/decentralization.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2024/05/09/multidim.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2024/04/29/binius.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2024/04/01/dc.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2024/03/29/memecoins.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2024/03/28/blobs.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2024/02/09/securityquestions.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2024/01/31/end.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2024/01/30/cryptoai.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2023/12/28/cypherpunk.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2023/11/27/techno_optimism.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2023/11/14/neoplasma.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2023/10/31/l2types.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2023/09/30/enshrinement.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2023/08/16/communitynotes.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2023/07/24/biometric.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2023/06/20/deeperdive.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2023/06/09/three_transitions.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2023/05/21/dont_overload.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2023/04/14/traveltime.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2023/03/31/zkmulticlient.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2023/02/28/ux.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2023/01/20/stealth.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/12/30/institutions.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/12/06/gpt3.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/12/05/excited.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/11/19/proof_of_solvency.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/10/28/revenue_evil.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/09/20/daos.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/09/17/layer_3.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/09/09/ens.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/08/04/zkevm.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/07/13/networkstates.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/06/20/backpack.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/06/15/using_snarks.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/06/12/nonfin.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/05/25/stable.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/04/01/maximalist.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/03/29/road.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/03/14/trustedsetup.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/02/28/complexity.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2022/01/26/soulbound.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/12/19/bullveto.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/12/06/endgame.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/11/16/retro1.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/11/05/halo.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/10/31/cities.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/09/26/limits.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/08/22/prices.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/08/16/voting3.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/07/29/gini.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/06/18/verkle.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/05/25/voting2.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/05/23/scaling.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/04/07/sharding.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/04/02/round9.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/03/23/legitimacy.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/02/18/election.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/01/26/snarks.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/01/11/recovery.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2021/01/05/rollup.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2020/12/28/endnotes.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2020/11/08/concave.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2020/11/06/pos2020.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2020/10/18/round7.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2020/09/11/coordination.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2020/08/20/trust.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2020/08/17/philosophy.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2020/07/22/round6.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2020/07/20/homomorphic.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2020/04/30/round5.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2020/03/21/garbled.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2020/01/28/round4.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2019/12/26/mvb.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2019/12/24/christmas.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2019/12/07/quadratic.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2019/11/22/progress.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2019/10/24/gitcoin.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2019/10/01/story.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2019/09/22/plonk.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2019/08/28/hybrid_layer_2.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2019/06/12/plasma_vs_sharding.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2019/05/12/fft.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2019/05/09/control_as_liability.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2019/04/16/free_speech.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2019/04/03/collusion.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2019/04/01/cantor.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2018/12/05/cbc_casper.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2018/11/25/central_planning.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2018/08/26/layer_1.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2018/08/07/99_fault_tolerant.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2018/07/21/starks_part_3.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2018/04/20/radical_markets.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2018/03/28/plutocracy.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2017/12/31/pos_faq.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2017/12/31/sharding_faq.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2017/12/17/voting.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2017/12/14/gas_analysis.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2017/11/22/starks_part_2.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2017/11/09/starks_part_1.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2017/10/17/moe.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2017/09/14/prehistory.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2017/07/27/metcalfe.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2017/07/16/triangle_of_harm.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2017/06/22/marketmakers.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2017/06/09/sales.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2017/05/08/coordination_problems.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2017/03/14/forks_and_markets.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2017/03/11/a_note_on_charity.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2017/02/01/zk_snarks.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2017/01/14/exploring_ecp.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2016/12/29/pos_design.html,Vitalik article,Ethereum
https://vitalik.eth.limo/general/2016/12/10/qap.html,Vitalik article,Ethereum
"https://www.bitcoin.com/get-started/what-are-bitcoin-network-fees/#:~:text=A%20Bitcoin%20network%20fee%2C%20also,next%20block%20of%20the%20blockchain.",Fee,Bitcoin
https://www.blocknative.com/blog/ethereum-block-building,Block,Ethereum
https://arxiv.org/abs/2407.13931,Block,Ethereum
https://goethereumbook.org/block-query/,Block,Ethereum
https://ethresear.ch/t/on-block-sizes-gas-limits-and-scalability/18444,Block,Ethereum
https://docs.chainstack.com/reference/ethereum-blocks-rpc-methods,Block,Ethereum
https://www.geeksforgeeks.org/ethereum-block-structure/,Block,Ethereum
https://ethereum.org/en/developers/docs/blocks/,Block,Ethereum
https://etherscan.io/blocks,Block,Ethereum
https://medium.com/@solidity101/demystifying-ethereum-block-and-transaction-properties-a-technical-deep-dive-a5b5face9ded,Block,Ethereum
https://ethereum.org/en/developers/docs/transactions/,Transaction,Ethereum
https://ethereum.org/en/developers/docs/gas/,Gas fees,Ethereum
https://ethereum.org/en/developers/docs/accounts/,Smart contract,Ethereum
https://ethereum.org/en/developers/docs/accounts/,EOA,Ethereum
https://safe.global/,Smart contract,Ethereum
https://portal.thirdweb.com/connect/account-abstraction/how-it-works,Smart contract,Ethereum
https://transak.com/blog/what-are-smart-accounts,Smart contract,Ethereum
https://www.coinspeaker.com/guides/what-are-smart-accounts-on-ethereum/,Smart contract,Ethereum
https://docs.alchemy.com/docs/smart-accounts-from-scratch,Smart contract,Ethereum
https://safe.mirror.xyz/vZHodiI1NLJbz4fd0vuil0hyLHNGCBH8oLyMzGTb4sc,Smart contract,Ethereum
https://cointelegraph.com/news/ethereum-smart-accounts-utility,Smart contract,Ethereum
https://docs.reown.com/appkit/vue/onboarding/smart-accounts,Smart contract,Ethereum
https://docs.zksync.io/build/developer-reference/account-abstraction/building-smart-accounts,Smart contract,Zksync
https://quicknode.com/guides/ethereum-development/getting-started/what-are-ethereum-accounts,Smart contract,Ethereum
https://ethereum.stackexchange.com/questions/5828/what-is-an-eoa-account,EOA,Ethereum
https://blog.ambire.com/eoas-vs-smart-contract-accounts/,EOA,Ethereum
https://www.coinfabrik.com/glossary/eoa-externally-owned-account/,EOA,Ethereum
https://members.delphidigital.io/learn/externally-owned-account-eoa,EOA,Ethereum
https://unchainedcrypto.com/externally-owned-accounts-ethereum/,EOA,Ethereum
https://developers.circle.com/w3s/docs/programmable-wallets-account-types,EOA,Ethereum
https://www.okx.com/fr/help/whats-externally-owned-accounts-eoa,EOA,Ethereum
https://docs.starknet.io/architecture-and-concepts/accounts/introduction/,EOA,Starknet
